Date,Canton,Value
2020-05-30,Fribourg/Freiburg,4.08
2020-05-30,Thurgau,1.45
2020-05-30,Bern,4.73
2020-05-30,Neuchâtel,5.65
2020-05-30,Glarus,0.00
2020-05-30,Uri,0.00
2020-05-30,Ticino,9.34
2020-05-30,Appenzell Innerrhoden,0.00
2020-05-30,Valais/Wallis,3.49
2020-05-30,Appenzell Ausserrhoden,1.81
2020-05-30,Zug,2.37
2020-05-30,Graubünden/Grison,2.02
2020-05-30,Nidwalden,2.31
2020-05-30,Luzern,2.93
2020-05-30,Vaud,4.76
2020-05-30,Basel Stadt,2.05
2020-05-30,Jura,4.09
2020-05-30,Schwyz,0.00
2020-05-30,Zürich,3.09
2020-05-30,St. Gallen,0.39
2020-05-30,Genève,7.61
2020-05-30,Liechtenstein,0.00
2020-05-30,Obwalden,7.93
2020-05-30,Aargau,3.94
2020-05-30,Schaffhausen,0.00
2020-05-30,Basel Land,1.04
2020-05-30,Solothurn,4.76
2020-05-31,Liechtenstein,0.00
2020-05-31,Vaud,4.63
2020-05-31,Appenzell Ausserrhoden,1.81
2020-05-31,Graubünden/Grison,2.02
2020-05-31,Fribourg/Freiburg,3.77
2020-05-31,Schwyz,0.00
2020-05-31,Solothurn,4.76
2020-05-31,Basel Land,1.39
2020-05-31,Genève,7.41
2020-05-31,Neuchâtel,4.52
2020-05-31,Luzern,2.69
2020-05-31,Uri,0.00
2020-05-31,Zürich,2.96
2020-05-31,Nidwalden,2.31
2020-05-31,Basel Stadt,2.05
2020-05-31,Thurgau,1.45
2020-05-31,St. Gallen,0.39
2020-05-31,Aargau,3.94
2020-05-31,Obwalden,7.93
2020-05-31,Ticino,8.77
2020-05-31,Glarus,0.00
2020-05-31,Zug,2.37
2020-05-31,Valais/Wallis,4.07
2020-05-31,Schaffhausen,0.00
2020-05-31,Appenzell Innerrhoden,0.00
2020-05-31,Jura,4.09
2020-05-31,Bern,4.83
2020-06-01,Schaffhausen,0.00
2020-06-01,Basel Stadt,2.05
2020-06-01,Solothurn,2.93
2020-06-01,Bern,4.54
2020-06-01,St. Gallen,0.20
2020-06-01,Basel Land,1.74
2020-06-01,Thurgau,1.45
2020-06-01,Schwyz,0.00
2020-06-01,Appenzell Ausserrhoden,1.81
2020-06-01,Liechtenstein,0.00
2020-06-01,Zug,2.37
2020-06-01,Graubünden/Grison,1.51
2020-06-01,Fribourg/Freiburg,3.77
2020-06-01,Aargau,3.65
2020-06-01,Ticino,8.49
2020-06-01,Nidwalden,2.31
2020-06-01,Uri,0.00
2020-06-01,Glarus,0.00
2020-06-01,Jura,4.09
2020-06-01,Neuchâtel,3.96
2020-06-01,Luzern,2.20
2020-06-01,Genève,7.41
2020-06-01,Zürich,2.70
2020-06-01,Obwalden,7.93
2020-06-01,Vaud,4.13
2020-06-01,Appenzell Innerrhoden,0.00
2020-06-01,Valais/Wallis,3.78
2020-06-02,Glarus,0.00
2020-06-02,Bern,4.44
2020-06-02,Vaud,4.13
2020-06-02,Solothurn,3.29
2020-06-02,Fribourg/Freiburg,4.39
2020-06-02,Graubünden/Grison,1.51
2020-06-02,Valais/Wallis,3.78
2020-06-02,Appenzell Ausserrhoden,1.81
2020-06-02,Aargau,2.63
2020-06-02,Liechtenstein,0.00
2020-06-02,St. Gallen,0.20
2020-06-02,Zug,2.37
2020-06-02,Neuchâtel,3.39
2020-06-02,Schwyz,0.00
2020-06-02,Basel Land,1.74
2020-06-02,Zürich,2.56
2020-06-02,Nidwalden,2.31
2020-06-02,Thurgau,1.45
2020-06-02,Jura,2.72
2020-06-02,Appenzell Innerrhoden,0.00
2020-06-02,Obwalden,5.29
2020-06-02,Ticino,8.49
2020-06-02,Luzern,1.22
2020-06-02,Uri,0.00
2020-06-02,Genève,7.61
2020-06-02,Basel Stadt,1.54
2020-06-02,Schaffhausen,0.00
2020-06-03,Glarus,0.00
2020-06-03,Zug,2.37
2020-06-03,Zürich,2.56
2020-06-03,Basel Stadt,1.54
2020-06-03,Schaffhausen,0.00
2020-06-03,Valais/Wallis,3.78
2020-06-03,Neuchâtel,3.96
2020-06-03,Vaud,3.88
2020-06-03,Luzern,0.49
2020-06-03,Solothurn,3.29
2020-06-03,Uri,0.00
2020-06-03,Obwalden,0.00
2020-06-03,Thurgau,1.45
2020-06-03,Ticino,7.92
2020-06-03,Appenzell Ausserrhoden,1.81
2020-06-03,Bern,4.35
2020-06-03,Basel Land,2.08
2020-06-03,Aargau,2.63
2020-06-03,Appenzell Innerrhoden,0.00
2020-06-03,St. Gallen,0.20
2020-06-03,Genève,6.61
2020-06-03,Graubünden/Grison,1.51
2020-06-03,Schwyz,0.00
2020-06-03,Fribourg/Freiburg,3.14
2020-06-03,Nidwalden,2.31
2020-06-03,Jura,2.72
2020-06-03,Liechtenstein,0.00
2020-06-04,Fribourg/Freiburg,3.77
2020-06-04,Schwyz,0.00
2020-06-04,Zug,2.37
2020-06-04,Schaffhausen,0.00
2020-06-04,Valais/Wallis,4.07
2020-06-04,Aargau,2.92
2020-06-04,Ticino,4.25
2020-06-04,Obwalden,0.00
2020-06-04,Vaud,4.25
2020-06-04,Luzern,0.49
2020-06-04,Bern,4.35
2020-06-04,Liechtenstein,0.00
2020-06-04,Nidwalden,2.31
2020-06-04,Glarus,0.00
2020-06-04,St. Gallen,0.20
2020-06-04,Appenzell Innerrhoden,0.00
2020-06-04,Thurgau,1.45
2020-06-04,Basel Land,2.08
2020-06-04,Uri,0.00
2020-06-04,Zürich,3.02
2020-06-04,Appenzell Ausserrhoden,1.81
2020-06-04,Basel Stadt,1.54
2020-06-04,Solothurn,2.56
2020-06-04,Genève,5.81
2020-06-04,Neuchâtel,4.52
2020-06-04,Jura,1.36
2020-06-04,Graubünden/Grison,1.51
2020-06-05,St. Gallen,0.39
2020-06-05,Obwalden,0.00
2020-06-05,Graubünden/Grison,1.01
2020-06-05,Bern,4.06
2020-06-05,Basel Stadt,3.08
2020-06-05,Nidwalden,2.31
2020-06-05,Schwyz,0.00
2020-06-05,Zürich,3.29
2020-06-05,Thurgau,1.09
2020-06-05,Appenzell Ausserrhoden,1.81
2020-06-05,Luzern,0.49
2020-06-05,Aargau,2.63
2020-06-05,Appenzell Innerrhoden,0.00
2020-06-05,Fribourg/Freiburg,4.39
2020-06-05,Glarus,0.00
2020-06-05,Schaffhausen,0.00
2020-06-05,Genève,5.81
2020-06-05,Jura,1.36
2020-06-05,Basel Land,2.43
2020-06-05,Neuchâtel,5.09
2020-06-05,Valais/Wallis,4.65
2020-06-05,Zug,2.37
2020-06-05,Vaud,3.88
2020-06-05,Uri,0.00
2020-06-05,Solothurn,2.56
2020-06-05,Liechtenstein,0.00
2020-06-05,Ticino,3.40
2020-06-06,Uri,0.00
2020-06-06,Zug,0.79
2020-06-06,Luzern,0.73
2020-06-06,Valais/Wallis,4.94
2020-06-06,Fribourg/Freiburg,3.77
2020-06-06,Ticino,3.40
2020-06-06,St. Gallen,0.39
2020-06-06,Vaud,3.38
2020-06-06,Aargau,2.77
2020-06-06,Jura,1.36
2020-06-06,Schwyz,0.00
2020-06-06,Schaffhausen,0.00
2020-06-06,Obwalden,0.00
2020-06-06,Glarus,0.00
2020-06-06,Liechtenstein,0.00
2020-06-06,Zürich,3.42
2020-06-06,Thurgau,1.09
2020-06-06,Graubünden/Grison,1.01
2020-06-06,Nidwalden,2.31
2020-06-06,Appenzell Ausserrhoden,1.81
2020-06-06,Basel Stadt,3.08
2020-06-06,Bern,3.86
2020-06-06,Basel Land,2.43
2020-06-06,Appenzell Innerrhoden,0.00
2020-06-06,Genève,6.01
2020-06-06,Solothurn,2.56
2020-06-06,Neuchâtel,5.09
2020-06-07,Aargau,2.77
2020-06-07,Zug,0.00
2020-06-07,Schwyz,0.00
2020-06-07,Basel Stadt,3.08
2020-06-07,Uri,0.00
2020-06-07,Jura,1.36
2020-06-07,Graubünden/Grison,1.01
2020-06-07,Glarus,0.00
2020-06-07,Appenzell Innerrhoden,0.00
2020-06-07,Liechtenstein,0.00
2020-06-07,Solothurn,2.56
2020-06-07,Nidwalden,2.31
2020-06-07,St. Gallen,0.59
2020-06-07,Ticino,3.11
2020-06-07,Genève,6.01
2020-06-07,Obwalden,0.00
2020-06-07,Zürich,3.35
2020-06-07,Bern,3.57
2020-06-07,Schaffhausen,0.00
2020-06-07,Luzern,0.73
2020-06-07,Basel Land,2.43
2020-06-07,Fribourg/Freiburg,4.08
2020-06-07,Neuchâtel,5.09
2020-06-07,Valais/Wallis,5.23
2020-06-07,Vaud,3.38
2020-06-07,Appenzell Ausserrhoden,1.81
2020-06-07,Thurgau,1.09
2020-06-08,Vaud,3.50
2020-06-08,Zürich,3.22
2020-06-08,Thurgau,1.45
2020-06-08,Schwyz,0.00
2020-06-08,Schaffhausen,1.22
2020-06-08,Appenzell Ausserrhoden,1.81
2020-06-08,Uri,0.00
2020-06-08,Graubünden/Grison,1.01
2020-06-08,Aargau,2.77
2020-06-08,Jura,1.36
2020-06-08,Nidwalden,2.31
2020-06-08,Valais/Wallis,6.11
2020-06-08,Bern,3.57
2020-06-08,Basel Land,2.43
2020-06-08,Fribourg/Freiburg,5.02
2020-06-08,Luzern,0.49
2020-06-08,Ticino,2.83
2020-06-08,Solothurn,2.56
2020-06-08,Obwalden,0.00
2020-06-08,Genève,6.21
2020-06-08,Neuchâtel,6.22
2020-06-08,Zug,0.79
2020-06-08,Liechtenstein,0.00
2020-06-08,St. Gallen,0.98
2020-06-08,Glarus,0.00
2020-06-08,Appenzell Innerrhoden,0.00
2020-06-08,Basel Stadt,3.08
2020-06-09,St. Gallen,1.18
2020-06-09,Aargau,2.77
2020-06-09,Schwyz,0.00
2020-06-09,Luzern,0.49
2020-06-09,Ticino,2.26
2020-06-09,Obwalden,0.00
2020-06-09,Zug,2.37
2020-06-09,Uri,0.00
2020-06-09,Schaffhausen,1.22
2020-06-09,Fribourg/Freiburg,5.02
2020-06-09,Genève,5.61
2020-06-09,Valais/Wallis,5.52
2020-06-09,Jura,1.36
2020-06-09,Basel Stadt,3.59
2020-06-09,Appenzell Ausserrhoden,1.81
2020-06-09,Thurgau,1.45
2020-06-09,Solothurn,2.56
2020-06-09,Glarus,0.00
2020-06-09,Bern,3.67
2020-06-09,Graubünden/Grison,0.50
2020-06-09,Basel Land,2.43
2020-06-09,Neuchâtel,5.65
2020-06-09,Vaud,3.50
2020-06-09,Nidwalden,2.31
2020-06-09,Liechtenstein,0.00
2020-06-09,Zürich,2.83
2020-06-09,Appenzell Innerrhoden,0.00
2020-06-10,Appenzell Innerrhoden,0.00
2020-06-10,Vaud,3.38
2020-06-10,Fribourg/Freiburg,5.33
2020-06-10,Obwalden,0.00
2020-06-10,Basel Land,2.78
2020-06-10,Zug,3.94
2020-06-10,Liechtenstein,0.00
2020-06-10,Bern,3.67
2020-06-10,Schwyz,0.00
2020-06-10,Zürich,2.83
2020-06-10,Valais/Wallis,6.11
2020-06-10,St. Gallen,1.77
2020-06-10,Aargau,2.63
2020-06-10,Neuchâtel,5.65
2020-06-10,Graubünden/Grison,0.50
2020-06-10,Schaffhausen,1.22
2020-06-10,Genève,5.41
2020-06-10,Luzern,0.49
2020-06-10,Jura,0.00
2020-06-10,Glarus,0.00
2020-06-10,Nidwalden,2.31
2020-06-10,Solothurn,2.56
2020-06-10,Ticino,2.26
2020-06-10,Basel Stadt,3.59
2020-06-10,Uri,0.00
2020-06-10,Appenzell Ausserrhoden,1.81
2020-06-10,Thurgau,1.45
2020-06-11,Zürich,2.63
2020-06-11,Uri,0.00
2020-06-11,Appenzell Ausserrhoden,1.81
2020-06-11,Graubünden/Grison,1.01
2020-06-11,Aargau,2.92
2020-06-11,Basel Stadt,3.59
2020-06-11,Ticino,1.98
2020-06-11,Liechtenstein,0.00
2020-06-11,Solothurn,2.20
2020-06-11,Vaud,3.63
2020-06-11,Glarus,0.00
2020-06-11,Luzern,0.24
2020-06-11,Obwalden,0.00
2020-06-11,Jura,0.00
2020-06-11,Schwyz,0.63
2020-06-11,Fribourg/Freiburg,5.33
2020-06-11,Bern,3.96
2020-06-11,Appenzell Innerrhoden,0.00
2020-06-11,St. Gallen,1.97
2020-06-11,Neuchâtel,5.65
2020-06-11,Valais/Wallis,7.27
2020-06-11,Zug,3.94
2020-06-11,Nidwalden,2.31
2020-06-11,Genève,5.01
2020-06-11,Basel Land,2.08
2020-06-11,Schaffhausen,1.22
2020-06-11,Thurgau,1.09
2020-06-12,Luzern,0.24
2020-06-12,Schaffhausen,1.22
2020-06-12,Liechtenstein,0.00
2020-06-12,Valais/Wallis,8.43
2020-06-12,Basel Stadt,2.57
2020-06-12,Neuchâtel,5.65
2020-06-12,Appenzell Ausserrhoden,0.00
2020-06-12,Glarus,0.00
2020-06-12,Nidwalden,2.31
2020-06-12,Ticino,1.13
2020-06-12,Fribourg/Freiburg,5.02
2020-06-12,Jura,0.00
2020-06-12,Bern,4.15
2020-06-12,Appenzell Innerrhoden,0.00
2020-06-12,Zürich,2.37
2020-06-12,Solothurn,2.20
2020-06-12,Schwyz,0.63
2020-06-12,Uri,0.00
2020-06-12,Genève,5.01
2020-06-12,Basel Land,2.08
2020-06-12,Vaud,4.13
2020-06-12,Obwalden,0.00
2020-06-12,St. Gallen,1.97
2020-06-12,Graubünden/Grison,1.01
2020-06-12,Thurgau,1.09
2020-06-12,Aargau,2.33
2020-06-12,Zug,7.10
2020-06-13,Uri,0.00
2020-06-13,Luzern,0.49
2020-06-13,St. Gallen,1.97
2020-06-13,Neuchâtel,6.22
2020-06-13,Ticino,1.42
2020-06-13,Aargau,2.48
2020-06-13,Valais/Wallis,8.43
2020-06-13,Appenzell Ausserrhoden,0.00
2020-06-13,Obwalden,0.00
2020-06-13,Basel Land,1.74
2020-06-13,Genève,4.00
2020-06-13,Zug,7.10
2020-06-13,Glarus,0.00
2020-06-13,Graubünden/Grison,1.01
2020-06-13,Appenzell Innerrhoden,0.00
2020-06-13,Thurgau,0.36
2020-06-13,Fribourg/Freiburg,6.28
2020-06-13,Solothurn,2.20
2020-06-13,Zürich,2.17
2020-06-13,Nidwalden,0.00
2020-06-13,Jura,1.36
2020-06-13,Basel Stadt,2.57
2020-06-13,Bern,1.74
2020-06-13,Schwyz,0.63
2020-06-13,Schaffhausen,1.22
2020-06-13,Liechtenstein,0.00
2020-06-13,Vaud,4.00
2020-06-14,Vaud,4.00
2020-06-14,Schaffhausen,1.22
2020-06-14,Genève,4.00
2020-06-14,Appenzell Ausserrhoden,0.00
2020-06-14,Neuchâtel,6.22
2020-06-14,Aargau,2.33
2020-06-14,Solothurn,2.93
2020-06-14,Appenzell Innerrhoden,0.00
2020-06-14,Valais/Wallis,7.85
2020-06-14,Liechtenstein,0.00
2020-06-14,Bern,1.64
2020-06-14,Ticino,1.70
2020-06-14,Graubünden/Grison,1.01
2020-06-14,Basel Land,1.39
2020-06-14,Luzern,0.73
2020-06-14,Glarus,0.00
2020-06-14,Fribourg/Freiburg,6.90
2020-06-14,Thurgau,0.36
2020-06-14,Jura,1.36
2020-06-14,Uri,0.00
2020-06-14,Obwalden,0.00
2020-06-14,St. Gallen,1.97
2020-06-14,Basel Stadt,2.57
2020-06-14,Zug,7.10
2020-06-14,Schwyz,0.63
2020-06-14,Zürich,2.50
2020-06-14,Nidwalden,0.00
2020-06-15,Glarus,0.00
2020-06-15,Bern,1.64
2020-06-15,Basel Stadt,2.57
2020-06-15,Fribourg/Freiburg,6.90
2020-06-15,Ticino,1.70
2020-06-15,Genève,4.20
2020-06-15,Nidwalden,0.00
2020-06-15,Neuchâtel,6.79
2020-06-15,Liechtenstein,0.00
2020-06-15,Zürich,2.96
2020-06-15,Thurgau,0.36
2020-06-15,Aargau,2.48
2020-06-15,Schwyz,0.63
2020-06-15,Jura,1.36
2020-06-15,St. Gallen,2.17
2020-06-15,Schaffhausen,3.66
2020-06-15,Obwalden,0.00
2020-06-15,Luzern,0.73
2020-06-15,Appenzell Innerrhoden,0.00
2020-06-15,Uri,0.00
2020-06-15,Vaud,4.38
2020-06-15,Graubünden/Grison,1.01
2020-06-15,Valais/Wallis,9.01
2020-06-15,Zug,8.67
2020-06-15,Appenzell Ausserrhoden,0.00
2020-06-15,Basel Land,1.04
2020-06-15,Solothurn,2.93
2020-06-16,Nidwalden,0.00
2020-06-16,Fribourg/Freiburg,6.59
2020-06-16,Appenzell Innerrhoden,0.00
2020-06-16,Liechtenstein,0.00
2020-06-16,Appenzell Ausserrhoden,0.00
2020-06-16,Graubünden/Grison,1.01
2020-06-16,Uri,0.00
2020-06-16,St. Gallen,2.17
2020-06-16,Schaffhausen,3.66
2020-06-16,Schwyz,0.63
2020-06-16,Zug,9.46
2020-06-16,Obwalden,0.00
2020-06-16,Valais/Wallis,9.89
2020-06-16,Aargau,2.63
2020-06-16,Basel Land,1.39
2020-06-16,Solothurn,1.83
2020-06-16,Vaud,4.88
2020-06-16,Thurgau,0.72
2020-06-16,Ticino,1.70
2020-06-16,Jura,1.36
2020-06-16,Bern,1.55
2020-06-16,Glarus,0.00
2020-06-16,Neuchâtel,6.79
2020-06-16,Zürich,3.29
2020-06-16,Basel Stadt,2.57
2020-06-16,Genève,3.60
2020-06-16,Luzern,1.22
2020-06-17,Genève,3.40
2020-06-17,Appenzell Innerrhoden,0.00
2020-06-17,Schwyz,0.63
2020-06-17,Bern,1.45
2020-06-17,Valais/Wallis,10.18
2020-06-17,Liechtenstein,0.00
2020-06-17,Zürich,3.75
2020-06-17,Glarus,0.00
2020-06-17,Zug,10.25
2020-06-17,Jura,1.36
2020-06-17,Schaffhausen,3.66
2020-06-17,Luzern,1.22
2020-06-17,Basel Land,1.04
2020-06-17,Aargau,2.48
2020-06-17,Vaud,5.26
2020-06-17,Uri,0.00
2020-06-17,Appenzell Ausserrhoden,0.00
2020-06-17,Nidwalden,0.00
2020-06-17,Graubünden/Grison,0.50
2020-06-17,Obwalden,0.00
2020-06-17,Neuchâtel,5.65
2020-06-17,Thurgau,0.72
2020-06-17,St. Gallen,2.17
2020-06-17,Basel Stadt,2.57
2020-06-17,Fribourg/Freiburg,6.59
2020-06-17,Solothurn,1.46
2020-06-17,Ticino,2.26
2020-06-18,Bern,1.26
2020-06-18,Neuchâtel,5.09
2020-06-18,Basel Stadt,2.57
2020-06-18,Appenzell Ausserrhoden,0.00
2020-06-18,Genève,3.00
2020-06-18,Zürich,3.55
2020-06-18,Solothurn,1.10
2020-06-18,Jura,1.36
2020-06-18,Glarus,0.00
2020-06-18,Luzern,1.46
2020-06-18,Graubünden/Grison,0.50
2020-06-18,Vaud,5.13
2020-06-18,Zug,10.25
2020-06-18,Fribourg/Freiburg,6.59
2020-06-18,Appenzell Innerrhoden,0.00
2020-06-18,St. Gallen,2.36
2020-06-18,Aargau,2.63
2020-06-18,Valais/Wallis,9.89
2020-06-18,Uri,0.00
2020-06-18,Basel Land,1.04
2020-06-18,Nidwalden,0.00
2020-06-18,Liechtenstein,0.00
2020-06-18,Thurgau,0.72
2020-06-18,Schwyz,0.63
2020-06-18,Ticino,2.26
2020-06-18,Obwalden,0.00
2020-06-18,Schaffhausen,3.66
2020-06-19,Luzern,1.46
2020-06-19,St. Gallen,2.17
2020-06-19,Glarus,0.00
2020-06-19,Uri,0.00
2020-06-19,Graubünden/Grison,0.50
2020-06-19,Appenzell Ausserrhoden,0.00
2020-06-19,Appenzell Innerrhoden,0.00
2020-06-19,Ticino,2.26
2020-06-19,Solothurn,1.83
2020-06-19,Fribourg/Freiburg,6.28
2020-06-19,Vaud,5.63
2020-06-19,Zürich,3.22
2020-06-19,Zug,10.25
2020-06-19,Schaffhausen,3.66
2020-06-19,Liechtenstein,0.00
2020-06-19,Bern,1.06
2020-06-19,Basel Land,0.69
2020-06-19,Jura,1.36
2020-06-19,Aargau,2.92
2020-06-19,Thurgau,0.72
2020-06-19,Genève,3.40
2020-06-19,Valais/Wallis,11.63
2020-06-19,Basel Stadt,1.54
2020-06-19,Nidwalden,0.00
2020-06-19,Schwyz,1.26
2020-06-19,Neuchâtel,5.65
2020-06-19,Obwalden,0.00
2020-06-20,Valais/Wallis,12.50
2020-06-20,Appenzell Innerrhoden,0.00
2020-06-20,Basel Stadt,1.54
2020-06-20,Genève,3.60
2020-06-20,Graubünden/Grison,0.50
2020-06-20,Obwalden,0.00
2020-06-20,Neuchâtel,5.65
2020-06-20,Basel Land,1.04
2020-06-20,Zürich,3.42
2020-06-20,Ticino,2.55
2020-06-20,Glarus,0.00
2020-06-20,Nidwalden,0.00
2020-06-20,St. Gallen,2.36
2020-06-20,Vaud,5.63
2020-06-20,Uri,0.00
2020-06-20,Liechtenstein,0.00
2020-06-20,Jura,1.36
2020-06-20,Luzern,1.95
2020-06-20,Schwyz,1.26
2020-06-20,Bern,0.87
2020-06-20,Schaffhausen,3.66
2020-06-20,Zug,10.25
2020-06-20,Aargau,3.06
2020-06-20,Fribourg/Freiburg,7.84
2020-06-20,Appenzell Ausserrhoden,0.00
2020-06-20,Solothurn,1.83
2020-06-20,Thurgau,0.72
2020-06-21,Nidwalden,0.00
2020-06-21,Solothurn,1.83
2020-06-21,Thurgau,0.72
2020-06-21,Appenzell Innerrhoden,0.00
2020-06-21,Basel Land,1.39
2020-06-21,Basel Stadt,1.54
2020-06-21,Zug,10.25
2020-06-21,Luzern,2.20
2020-06-21,Ticino,2.55
2020-06-21,Valais/Wallis,12.50
2020-06-21,Aargau,3.06
2020-06-21,Zürich,3.75
2020-06-21,Schaffhausen,3.66
2020-06-21,Schwyz,1.26
2020-06-21,Vaud,5.63
2020-06-21,Graubünden/Grison,0.50
2020-06-21,Liechtenstein,0.00
2020-06-21,Uri,0.00
2020-06-21,Jura,4.09
2020-06-21,Obwalden,0.00
2020-06-21,Glarus,0.00
2020-06-21,Neuchâtel,6.22
2020-06-21,Fribourg/Freiburg,7.22
2020-06-21,Genève,3.60
2020-06-21,Bern,0.87
2020-06-21,Appenzell Ausserrhoden,0.00
2020-06-21,St. Gallen,2.17
2020-06-22,Thurgau,0.72
2020-06-22,Obwalden,0.00
2020-06-22,Genève,3.60
2020-06-22,Bern,0.87
2020-06-22,Glarus,0.00
2020-06-22,Neuchâtel,5.09
2020-06-22,Appenzell Innerrhoden,0.00
2020-06-22,Aargau,3.36
2020-06-22,Zug,10.25
2020-06-22,Nidwalden,0.00
2020-06-22,Valais/Wallis,12.21
2020-06-22,Zürich,3.94
2020-06-22,Appenzell Ausserrhoden,0.00
2020-06-22,Jura,4.09
2020-06-22,Solothurn,1.83
2020-06-22,Basel Stadt,1.54
2020-06-22,Schwyz,3.77
2020-06-22,Luzern,2.20
2020-06-22,St. Gallen,2.36
2020-06-22,Basel Land,1.39
2020-06-22,Liechtenstein,0.00
2020-06-22,Vaud,6.88
2020-06-22,Graubünden/Grison,1.01
2020-06-22,Uri,0.00
2020-06-22,Ticino,2.83
2020-06-22,Fribourg/Freiburg,5.96
2020-06-22,Schaffhausen,2.44
2020-06-23,Uri,0.00
2020-06-23,Schwyz,3.77
2020-06-23,Zug,8.67
2020-06-23,Basel Stadt,1.03
2020-06-23,Jura,4.09
2020-06-23,Glarus,0.00
2020-06-23,Nidwalden,0.00
2020-06-23,Zürich,4.21
2020-06-23,Appenzell Innerrhoden,0.00
2020-06-23,Liechtenstein,0.00
2020-06-23,Fribourg/Freiburg,7.22
2020-06-23,Solothurn,1.83
2020-06-23,Basel Land,1.39
2020-06-23,Schaffhausen,2.44
2020-06-23,Aargau,3.06
2020-06-23,Valais/Wallis,13.66
2020-06-23,Neuchâtel,5.65
2020-06-23,Graubünden/Grison,1.01
2020-06-23,Bern,0.77
2020-06-23,Genève,4.40
2020-06-23,Thurgau,1.09
2020-06-23,Appenzell Ausserrhoden,0.00
2020-06-23,Ticino,3.11
2020-06-23,Vaud,7.26
2020-06-23,St. Gallen,2.76
2020-06-23,Obwalden,0.00
2020-06-23,Luzern,2.44
2020-06-24,Genève,4.40
2020-06-24,Valais/Wallis,15.41
2020-06-24,Luzern,2.69
2020-06-24,Appenzell Ausserrhoden,0.00
2020-06-24,Basel Stadt,1.03
2020-06-24,Obwalden,0.00
2020-06-24,Thurgau,1.81
2020-06-24,Nidwalden,0.00
2020-06-24,Ticino,3.11
2020-06-24,Zürich,5.06
2020-06-24,Glarus,2.48
2020-06-24,Schwyz,5.65
2020-06-24,Basel Land,1.74
2020-06-24,Zug,8.67
2020-06-24,Fribourg/Freiburg,9.10
2020-06-24,Neuchâtel,5.65
2020-06-24,Aargau,4.09
2020-06-24,Graubünden/Grison,1.01
2020-06-24,Appenzell Innerrhoden,0.00
2020-06-24,Vaud,8.26
2020-06-24,Uri,0.00
2020-06-24,Bern,0.77
2020-06-24,Jura,4.09
2020-06-24,Schaffhausen,2.44
2020-06-24,Solothurn,2.20
2020-06-24,Liechtenstein,0.00
2020-06-24,St. Gallen,2.56
2020-06-25,Appenzell Ausserrhoden,1.81
2020-06-25,Bern,0.29
2020-06-25,Solothurn,2.56
2020-06-25,Ticino,2.83
2020-06-25,Liechtenstein,0.00
2020-06-25,Basel Land,2.08
2020-06-25,Graubünden/Grison,0.50
2020-06-25,Appenzell Innerrhoden,0.00
2020-06-25,Genève,4.80
2020-06-25,Jura,6.81
2020-06-25,Fribourg/Freiburg,9.73
2020-06-25,Obwalden,0.00
2020-06-25,Nidwalden,0.00
2020-06-25,Zürich,5.39
2020-06-25,Uri,0.00
2020-06-25,Zug,9.46
2020-06-25,Glarus,2.48
2020-06-25,Basel Stadt,1.03
2020-06-25,Schwyz,5.65
2020-06-25,Valais/Wallis,16.57
2020-06-25,St. Gallen,2.95
2020-06-25,Vaud,8.13
2020-06-25,Neuchâtel,5.65
2020-06-25,Thurgau,2.53
2020-06-25,Aargau,4.38
2020-06-25,Luzern,3.17
2020-06-25,Schaffhausen,2.44
2020-06-26,Solothurn,2.56
2020-06-26,Fribourg/Freiburg,11.30
2020-06-26,Luzern,3.17
2020-06-26,Zürich,6.51
2020-06-26,Uri,2.74
2020-06-26,Obwalden,0.00
2020-06-26,St. Gallen,3.35
2020-06-26,Zug,7.88
2020-06-26,Glarus,2.48
2020-06-26,Nidwalden,0.00
2020-06-26,Basel Stadt,1.03
2020-06-26,Schaffhausen,2.44
2020-06-26,Vaud,8.01
2020-06-26,Neuchâtel,5.65
2020-06-26,Appenzell Innerrhoden,0.00
2020-06-26,Basel Land,2.78
2020-06-26,Ticino,2.83
2020-06-26,Appenzell Ausserrhoden,1.81
2020-06-26,Schwyz,7.54
2020-06-26,Aargau,5.40
2020-06-26,Liechtenstein,0.00
2020-06-26,Bern,0.10
2020-06-26,Jura,8.17
2020-06-26,Valais/Wallis,17.73
2020-06-26,Graubünden/Grison,1.51
2020-06-26,Genève,4.60
2020-06-26,Thurgau,3.26
2020-06-27,Genève,4.60
2020-06-27,Ticino,2.55
2020-06-27,Aargau,5.98
2020-06-27,Graubünden/Grison,2.52
2020-06-27,Thurgau,3.26
2020-06-27,Basel Stadt,1.03
2020-06-27,Obwalden,0.00
2020-06-27,Appenzell Ausserrhoden,1.81
2020-06-27,St. Gallen,3.74
2020-06-27,Basel Land,3.47
2020-06-27,Vaud,8.26
2020-06-27,Nidwalden,0.00
2020-06-27,Zug,7.88
2020-06-27,Uri,2.74
2020-06-27,Schaffhausen,2.44
2020-06-27,Zürich,7.10
2020-06-27,Solothurn,2.56
2020-06-27,Glarus,2.48
2020-06-27,Fribourg/Freiburg,11.30
2020-06-27,Appenzell Innerrhoden,0.00
2020-06-27,Jura,10.90
2020-06-27,Neuchâtel,5.09
2020-06-27,Liechtenstein,0.00
2020-06-27,Luzern,3.66
2020-06-27,Schwyz,9.42
2020-06-27,Bern,0.19
2020-06-27,Valais/Wallis,18.90
2020-06-28,Neuchâtel,5.09
2020-06-28,Basel Land,4.16
